,id,name,first_air_date,overview,popularity,vote_average,vote_count
620,1411,Person of Interest,2011-09-22,"John Reese, former CIA paramilitary operative, is presumed dead and teams up with reclusive billionaire Finch to prevent violent crimes in New York City by initiating their own type of justice. With the special training that Reese has had in Covert Operations and Finch's genius software inventing mind, the two are a perfect match for the job that they have to complete. With the help of surveillance equipment, they work ""outside the law"" and get the right criminal behind bars. ",167.958,8.083,1750
621,1606,Ghost Whisperer,2005-09-23,"Newlywed Melinda Gordon tries to help the dead communicate with loved ones, but sometimes the messages she receives are intense and confusing. Most of Melinda's efforts involve resolving conflicts that are preventing the spirits from passing over.",187.327,8.082,1723
622,157744,1923,2022-12-18,"Follow a new generation of the Dutton family during the early twentieth century when pandemics, historic drought, the end of Prohibition and the Great Depression all plague the mountain west, and the Duttons who call it home.",112.736,8.081,394
623,113962,Lioness,2023-07-23,"Cruz Manuelos, a rough-around-the-edges but passionate young Marine, is recruited to join the CIA's Lioness Engagement Team to help bring down a terrorist organization from within. Joe, the station chief of the Lioness program, is tasked with training, managing and leading her female undercover operatives.",573.175,8.08,849
624,67744,MINDHUNTER,2017-10-13,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,95.111,8.081,2485
625,2352,The Nanny,1993-11-03,"Fran, fresh out of her job as a bridal consultant in her boyfriend’s shop, first appears on the doorstep of Broadway producer Maxwell Sheffield peddling cosmetics, and quickly stumbled upon the opportunity to become The Nanny for his three children. But soon Fran, with her offbeat nurturing and no-nonsense honesty, touches Maxwell as well as the kids.",174.639,8.081,1164
626,72509,Tsuredure Children,2017-07-04,"A series depicting various scenarios of young love. These stories range from a boy, crippled by his absolute lack of confidence in himself, cannot even accept the fact that the girl of his dreams actually asked him out on a date, to the near-psychotic girl that pours her own blood into her homemade chocolate in order to win his heart.",105.527,8.08,207
627,59375,Liv and Maddie,2013-07-19,"The exploits of identical twins Liv, a former television star back home in Wisconsin and in the process of adding movie star to her credits, as well as beginning to focus on her music career, and Maddie, an outstanding student and basketball phenomenon recovering from an injured knee. The series centers on the unbreakable bond the twins share though they have wildly different personalities. To complicate their teenage lives, both parents work at their high school and their younger brothers are always stirring up trouble.",68.122,8.1,381
628,31654,Digimon: Digital Monsters,1999-03-07,"While at summer camp, seven kids are transported to a strange digital world. In this new world they make friends with creatures that call themselves Digimon who were born to defend their world from various evil forces.",467.713,8.1,834
629,3215,Coffee Prince,2007-07-02,"Han Kyul gives his family's café a new spin, hiring only good-looking men to work there -- plus an androgynous-looking girl he mistakes for a man.",38.966,8.1,239
630,70796,The Marvelous Mrs. Maisel,2017-03-16,"It’s 1958 Manhattan and Miriam “Midge” Maisel has everything she’s ever wanted - the perfect husband, kids, and Upper West Side apartment. But when her life suddenly takes a turn and Midge must start over, she discovers a previously unknown talent - one that will take her all the way from the comedy clubs of Greenwich Village to a spot on Johnny Carson’s couch.",95.697,8.1,786
631,1618,Justice League,2001-11-17,"The long-awaited rebirth of the greatest superhero team of all time: Batman, Superman, Wonder Woman, The Flash, Hawkgirl, Green Lantern, and Martian Manhunter.",32.522,8.1,478
632,214603,This World Can't Tear Me Down,2023-06-09,"When an old friend returns to the neighborhood, Zerocalcare wants to help him find his place back in the world. But what's the right thing to do?",12.996,8.076,229
633,108978,Reacher,2022-02-03,"Jack Reacher, a veteran military police investigator, has just recently entered civilian life. Reacher is a drifter, carrying no phone and the barest of essentials as he travels the country and explores the nation he once served.",285.295,8.076,1899
634,196454,Queen Charlotte: A Bridgerton Story,2023-05-04,"The story of how the young Queen Charlotte’s marriage to King George sparked both a great love story and a societal shift, creating the world of the Ton inherited by the characters in Bridgerton.",51.472,8.074,520
635,71728,Young Sheldon,2017-09-25,"The early life of child genius Sheldon Cooper, later seen in The Big Bang Theory.",498.116,8.074,2587
636,46786,Bates Motel,2013-03-18,"A ""contemporary prequel"" to the 1960 film Psycho, depicting the life of Norman Bates and his mother Norma prior to the events portrayed in Hitchcock's film, albeit in a different fictional town and in a modern setting. The series begins after the death of Norma's husband, when she purchases a motel located in a coastal Oregon town so she and Norman can start a new life.",163.996,8.071,1598
637,2288,Prison Break,2005-08-29,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside out.",753.881,8.071,5214
638,74577,The End of the F***ing World,2017-10-24,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.",68.553,8.068,3190
639,63639,The Expanse,2015-12-14,A thriller set two hundred years in the future following the case of a missing young woman who brings a hardened detective and a rogue ship's captain together in a race across the solar system to expose the greatest conspiracy in human history.,235.191,8.1,2413
640,95057,Superman & Lois,2021-02-23,"After years of facing megalomaniacal supervillains, monsters wreaking havoc on Metropolis, and alien invaders intent on wiping out the human race, The Man of Steel aka Clark Kent and Lois Lane come face to face with one of their greatest challenges ever: dealing with all the stress, pressures and complexities that come with being working parents in today's society.",375.524,8.066,2466
641,46883,Porque el Amor Manda,2012-10-08,"Porque el Amor Manda is a 2012 Mexican telenovela produced by Juan Osorio for Televisa. It is a remake of the Colombian telenovela El secretario, produced by Juan Andrés Flórez in 2011.

Fernando Colunga and Blanca Soto star as the protagonists Claudia Álvarez stars as the antagonist.",48.575,8.1,425
642,18350,Atrévete a soñar,2009-03-08,"Danna Paola stars as Patito, Eleazar Gómez as Mateo, Violeta Isfel and Cynthia Klitbo, play antagonist roles as Antonella and Bianca. The telenovela features adult protagonists also, René Strickler and Vanessa Guzmán.

It first aired on Sunday, 8 March 2009, as the first telenovela to debut on a Sunday in Mexico. After a year of success, becoming a major hit in Mexico, especially among children, its final episode was also on a Sunday, 7 March 2010.",49.155,8.066,888
643,7217,Casados con Hijos,2005-04-12,Argentine re-make of American television series Married... with Children. It follows the Argento family and their lives.,103.424,8.1,248
644,873,Columbo,1971-09-15,"Columbo is a friendly, verbose, disheveled-looking police detective who is consistently underestimated by his suspects. Despite his unprepossessing appearance and apparent absentmindedness, he shrewdly solves all of his cases and secures all evidence needed for indictment. His formidable eye for detail and meticulously dedicated approach often become clear to the killer only late in the storyline.",462.635,8.059,691
645,799,Sherlock Holmes,1984-04-24,"Sherlock Holmes uses his abilities to take on cases by private clients and those that the Scotland Yard are unable to solve, along with his friend Dr. Watson.",134.848,8.059,219
